Timestamp	Quat_w	Quat_x	Quat_y	Quat_z	Acc_x	Acc_y	Acc_z	Gyro_x	Gyro_y	Gyro_z
8.41	10640	-370	-12454	-87	2028	-68	-307	0	-1	-5
8.42	10640	-370	-12453	-87	2025	-58	-307	-1	-1	2
8.43	10640	-370	-12453	-87	2025	-58	-307	-1	-1	2
8.44	10640	-371	-12453	-87	2026	-62	-306	0	3	-1
8.45	10640	-371	-12453	-87	2026	-62	-306	0	3	-1
8.46	10640	-371	-12453	-86	2021	-66	-311	0	0	1
8.47	10640	-371	-12453	-86	2021	-66	-311	0	0	1
8.48	10641	-372	-12453	-86	2024	-76	-300	1	0	1
8.49	10641	-372	-12453	-86	2024	-76	-300	1	0	1
8.5	10641	-372	-12453	-85	2020	-67	-317	-1	-1	-2
8.51	10641	-372	-12453	-85	2020	-67	-317	-1	-1	-2
8.52	10641	-372	-12452	-85	2023	-64	-292	1	-1	4
8.53	10641	-372	-12452	-85	2023	-64	-292	1	-1	4
8.54	10642	-372	-12452	-85	2019	-66	-300	1	3	-5
8.55	10642	-372	-12452	-85	2019	-66	-300	1	3	-5
8.56	10642	-373	-12451	-84	2024	-71	-293	-1	0	4
8.57	10642	-373	-12451	-84	2024	-71	-293	-1	0	4
8.58	10643	-373	-12451	-84	2015	-63	-298	-1	-1	-2
8.59	10643	-373	-12451	-84	2015	-63	-298	-1	-1	-2
8.6	10643	-374	-12451	-83	2027	-70	-308	0	-1	0
8.61	10643	-374	-12451	-83	2027	-70	-308	0	-1	0
8.62	10643	-374	-12451	-83	2028	-63	-307	0	1	0
8.63	10643	-374	-12451	-83	2028	-63	-307	0	1	0
8.64	10643	-374	-12450	-83	2024	-65	-309	-2	2	-3
8.65	10643	-374	-12450	-83	2024	-65	-309	-2	2	-3
8.66	10644	-374	-12450	-83	2017	-60	-292	-1	0	1
8.67	10644	-374	-12450	-83	2017	-60	-292	-1	0	1
8.68	10644	-375	-12450	-82	2022	-69	-307	1	0	-3
8.69	10644	-375	-12450	-82	2022	-69	-307	1	0	-3
8.7	10644	-375	-12450	-82	2023	-71	-310	0	-2	3
8.71	10644	-375	-12450	-82	2023	-71	-310	0	-2	3
8.72	10644	-375	-12450	-81	2027	-69	-318	0	0	-3
8.73	10644	-375	-12450	-81	2027	-69	-318	0	0	-3
8.74	10644	-376	-12449	-81	2031	-61	-313	0	0	1
8.75	10644	-376	-12449	-81	2031	-61	-313	0	0	1
8.76	10645	-376	-12449	-81	2029	-63	-302	-1	-1	-1
8.77	10645	-376	-12449	-81	2029	-63	-302	-1	-1	-1
8.78	10645	-376	-12449	-80	2017	-68	-320	0	0	-1
8.79	10645	-376	-12449	-80	2017	-68	-320	0	0	-1
8.8	10645	-377	-12449	-80	2025	-69	-302	1	1	4
8.81	10645	-377	-12449	-80	2025	-69	-302	1	1	4
8.82	10645	-377	-12449	-79	2028	-77	-303	0	0	-4
8.83	10645	-377	-12449	-79	2028	-77	-303	0	0	-4
